Open/CloseIndicator,Notes/Codes,CurrencyPrimary,FXRateToBase,AssetClass,Symbol,SecurityID,SecurityIDType,Quantity,Description,TradeID,Multiplier,Strike,ReportDate,Expiry,DateTime,TradeDate,SettleDateTarget,Exchange,TradePrice,TradeMoney,Proceeds,Taxes,IBCommission,IBCommissionCurrency,NetCash,ClosePrice,CostBasis,FifoPnlRealized,MtmPnl,Buy/Sell,IBOrderID,TransactionID,RelatedTransactionID,HoldingPeriodDateTime,WhenRealized,WhenReopened,OrderType,AccruedInterest,ChangeInQuantity,CUSIP,ISIN,FIGI
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1370,DIGITAL TURBINE INC,6358639174,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,ISLAND,1.62,2219.4,-2219.4,0,-6.85,USD,-2226.25,1.61,2226.25,0,-13.7,BUY,3292431506,27835404040,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6358639199,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,PSX,1.62,162,-162,0,-0.5,USD,-162.5,1.61,162.5,0,-1,BUY,3292431506,27835404065,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,3830,DIGITAL TURBINE INC,6358639230,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,ISLAND,1.62,6204.6,-6204.6,0,-19.15,USD,-6223.75,1.61,6223.75,0,-38.3,BUY,3292431506,27835404074,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,5300,DIGITAL TURBINE INC,6358639233,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,ISLAND,1.62,8586,-8586,0,-26.5,USD,-8612.5,1.61,8612.5,0,-53,BUY,3292431506,27835404082,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,900,DIGITAL TURBINE INC,6358639238,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,ISLAND,1.62,1458,-1458,0,-4.5,USD,-1462.5,1.61,1462.5,0,-9,BUY,3292431506,27835404089,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6358639340,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,PEARL,1.62,162,-162,0,-0.5,USD,-162.5,1.61,162.5,0,-1,BUY,3292431506,27835404104,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,670,DIGITAL TURBINE INC,6358639389,1,,6/4/2024,,6/4/2024 15:49,6/4/2024,6/5/2024,ISLAND,1.62,1085.4,-1085.4,0,-3.35,USD,-1088.75,1.61,1088.75,0,-6.7,BUY,3292431506,27835404112,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,647,DIGITAL TURBINE INC,6358639682,1,,6/4/2024,,6/4/2024 15:50,6/4/2024,6/5/2024,ISLAND,1.62,1048.14,-1048.14,0,-3.235,USD,-1051.375,1.61,1051.375,0,-6.47,BUY,3292431506,27835413268,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,6183,DIGITAL TURBINE INC,6358639684,1,,6/4/2024,,6/4/2024 15:50,6/4/2024,6/5/2024,ISLAND,1.62,10016.46,-10016.46,0,-30.915,USD,-10047.375,1.61,10047.375,0,-61.83,BUY,3292431506,27835413271,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,5400,DIGITAL TURBINE INC,6359737613,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,DARK,1.598,8629.2,-8629.2,0,-27,USD,-8656.2,1.7,8656.2,0,550.8,BUY,3293094314,27843244787,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,500,DIGITAL TURBINE INC,6359737658,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,IBKRATS,1.595,797.5,-797.5,0,-2.5,USD,-800,1.7,800,0,52.5,BUY,3293094314,27843244801,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359737841,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,DARK,1.595,159.5,-159.5,0,-0.5,USD,-160,1.7,160,0,10.5,BUY,3293094314,27843244808,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,3700,DIGITAL TURBINE INC,6359737900,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,DARK,1.598,5912.6,-5912.6,0,-18.5,USD,-5931.1,1.7,5931.1,0,377.4,BUY,3293094314,27843244814,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6359737914,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,IBKRATS,1.595,319,-319,0,-1,USD,-320,1.7,320,0,21,BUY,3293094314,27843244833,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359738234,1,,6/5/2024,,6/5/2024 9:36,6/5/2024,6/6/2024,DARK,1.595,159.5,-159.5,0,-0.5,USD,-160,1.7,160,0,10.5,BUY,3293094314,27843244883,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,6300,DIGITAL TURBINE INC,6359814449,1,,6/5/2024,,6/5/2024 9:39,6/5/2024,6/6/2024,DARK,1.578,9941.4,-9941.4,0,-31.5,USD,-9972.9,1.7,9972.9,0,768.6,BUY,3293143486,27843464612,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359814557,1,,6/5/2024,,6/5/2024 9:39,6/5/2024,6/6/2024,ARCA,1.58,158,-158,0,-0.5,USD,-158.5,1.7,158.5,0,12,BUY,3293143486,27843464675,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1720,DIGITAL TURBINE INC,6359814564,1,,6/5/2024,,6/5/2024 9:39,6/5/2024,6/6/2024,DARK,1.58,2717.6,-2717.6,0,-8.6,USD,-2726.2,1.7,2726.2,0,206.4,BUY,3293143486,27843464701,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,43,DIGITAL TURBINE INC,6359814701,1,,6/5/2024,,6/5/2024 9:39,6/5/2024,6/6/2024,ARCA,1.58,67.94,-67.94,0,-0.215,USD,-68.155,1.7,68.155,0,5.16,BUY,3293143486,27843464725,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6359840213,1,,6/5/2024,,6/5/2024 9:40,6/5/2024,6/6/2024,IBKRATS,1.585,317,-317,0,-1,USD,-318,1.7,318,0,23,BUY,3293159686,27843501338,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359840592,1,,6/5/2024,,6/5/2024 9:40,6/5/2024,6/6/2024,DARK,1.585,158.5,-158.5,0,-0.5,USD,-159,1.7,159,0,11.5,BUY,3293159686,27843501375,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6359840605,1,,6/5/2024,,6/5/2024 9:40,6/5/2024,6/6/2024,DARK,1.585,317,-317,0,-1,USD,-318,1.7,318,0,23,BUY,3293159686,27843501385,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1237,DIGITAL TURBINE INC,6359840686,1,,6/5/2024,,6/5/2024 9:40,6/5/2024,6/6/2024,DARK,1.588,1964.356,-1964.356,0,-6.185,USD,-1970.541,1.7,1970.541,0,138.544,BUY,3293159686,27843501432,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359840993,1,,6/5/2024,,6/5/2024 9:40,6/5/2024,6/6/2024,DARK,1.588,158.8,-158.8,0,-0.5,USD,-159.3,1.7,159.3,0,11.2,BUY,3293159686,27843501440,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,2900,DIGITAL TURBINE INC,6359913072,1,,6/5/2024,,6/5/2024 9:44,6/5/2024,6/6/2024,DARK,1.598,4634.2,-4634.2,0,-14.5,USD,-4648.7,1.7,4648.7,0,295.8,BUY,3293205086,27843733757,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359913134,1,,6/5/2024,,6/5/2024 9:44,6/5/2024,6/6/2024,DARK,1.595,159.5,-159.5,0,-0.5,USD,-160,1.7,160,0,10.5,BUY,3293205086,27843733783,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6359913142,1,,6/5/2024,,6/5/2024 9:44,6/5/2024,6/6/2024,DARK,1.595,159.5,-159.5,0,-0.5,USD,-160,1.7,160,0,10.5,BUY,3293205086,27843733799,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,6700,DIGITAL TURBINE INC,6359913147,1,,6/5/2024,,6/5/2024 9:44,6/5/2024,6/6/2024,DARK,1.598,10706.6,-10706.6,0,-33.5,USD,-10740.1,1.7,10740.1,0,683.4,BUY,3293205086,27843733809,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6359913207,1,,6/5/2024,,6/5/2024 9:44,6/5/2024,6/6/2024,IBKRATS,1.595,319,-319,0,-1,USD,-320,1.7,320,0,21,BUY,3293205086,27843733822,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,,USD,1,STK,APPS,US25400W1027,ISIN,10000,DIGITAL TURBINE INC,6361615607,1,,6/5/2024,,6/5/2024 12:40,6/5/2024,6/6/2024,DARK,1.655,16550,-16550,0,-50,USD,-16600,1.7,16600,0,450,BUY,3294232088,27849455999,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,5000,DIGITAL TURBINE INC,6374183969,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,DARK,1.525,7625,-7625,0,-25,USD,-7650,1.51,7650,0,-75,BUY,3301603732,27901041145,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1300,DIGITAL TURBINE INC,6374183976,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,IBKRATS,1.525,1982.5,-1982.5,0,-6.5,USD,-1989,1.51,1989,0,-19.5,BUY,3301603732,27901041147,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,3200,DIGITAL TURBINE INC,6374183977,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,DARK,1.525,4880,-4880,0,-16,USD,-4896,1.51,4896,0,-48,BUY,3301603732,27901041149,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6374183982,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,DARK,1.525,152.5,-152.5,0,-0.5,USD,-153,1.51,153,0,-1.5,BUY,3301603732,27901041151,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6374183984,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,DARK,1.525,305,-305,0,-1,USD,-306,1.51,306,0,-3,BUY,3301603732,27901041152,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6374183987,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,DARK,1.525,152.5,-152.5,0,-0.5,USD,-153,1.51,153,0,-1.5,BUY,3301603732,27901041155,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6374183991,1,,6/10/2024,,6/10/2024 12:28,6/10/2024,6/11/2024,IBKRATS,1.525,152.5,-152.5,0,-0.5,USD,-153,1.51,153,0,-1.5,BUY,3301603732,27901041156,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,9900,DIGITAL TURBINE INC,6374536550,1,,6/10/2024,,6/10/2024 13:35,6/10/2024,6/11/2024,DARK,1.508,14929.2,-14929.2,0,-49.5,USD,-14978.7,1.51,14978.7,0,19.8,BUY,3301814645,27902041578,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6374536563,1,,6/10/2024,,6/10/2024 13:35,6/10/2024,6/11/2024,DARK,1.505,150.5,-150.5,0,-0.5,USD,-151,1.51,151,0,0.5,BUY,3301814645,27902041584,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,7300,DIGITAL TURBINE INC,6376964856,1,,6/11/2024,,6/11/2024 10:13,6/11/2024,6/12/2024,DARK,1.468,10716.4,-10716.4,0,-36.5,USD,-10752.9,1.58,10752.9,0,817.6,BUY,3303268831,27914168126,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,2000,DIGITAL TURBINE INC,6376964900,1,,6/11/2024,,6/11/2024 10:13,6/11/2024,6/12/2024,DARK,1.468,2936,-2936,0,-10,USD,-2946,1.58,2946,0,224,BUY,3303268831,27914168139,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,700,DIGITAL TURBINE INC,6376965055,1,,6/11/2024,,6/11/2024 10:13,6/11/2024,6/12/2024,IBKRATS,1.465,1025.5,-1025.5,0,-3.5,USD,-1029,1.58,1029,0,80.5,BUY,3303268831,27914168161,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6377622294,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,DARK,1.515,151.5,-151.5,0,-1,USD,-152.5,1.58,152.5,0,6.5,BUY,3303661310,27916145476,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6377622323,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,DARK,1.515,303,-303,0,-0.5,USD,-303.5,1.58,303.5,0,13,BUY,3303661310,27916145485,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1200,DIGITAL TURBINE INC,6377622331,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,IBKRATS,1.515,1818,-1818,0,-6,USD,-1824,1.58,1824,0,78,BUY,3303661310,27916145488,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6377622337,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,DARK,1.515,151.5,-151.5,0,-0.5,USD,-152,1.58,152,0,6.5,BUY,3303661310,27916145491,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,3900,DIGITAL TURBINE INC,6377622348,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,DARK,1.515,5908.5,-5908.5,0,-19.5,USD,-5928,1.58,5928,0,253.5,BUY,3303661310,27916145495,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,4500,DIGITAL TURBINE INC,6377622351,1,,6/11/2024,,6/11/2024 11:26,6/11/2024,6/12/2024,DARK,1.518,6831,-6831,0,-22.5,USD,-6853.5,1.58,6853.5,0,279,BUY,3303661310,27916145497,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,500,DIGITAL TURBINE INC,6385796205,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,DARK,1.565,782.5,-782.5,0,-2.5,USD,-785,1.54,785,0,-12.5,BUY,3308508534,27949861888,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,4000,DIGITAL TURBINE INC,6385796213,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,DARK,1.57,6280,-6280,0,-20,USD,-6300,1.54,6300,0,-120,BUY,3308508534,27949861921,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,3200,DIGITAL TURBINE INC,6385796225,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,DARK,1.565,5008,-5008,0,-16,USD,-5024,1.54,5024,0,-80,BUY,3308508534,27949861963,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1000,DIGITAL TURBINE INC,6385796247,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,DARK,1.568,1568,-1568,0,-5,USD,-1573,1.54,1573,0,-28,BUY,3308508534,27949862006,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,400,DIGITAL TURBINE INC,6385796273,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,IBKRATS,1.565,626,-626,0,-2,USD,-628,1.54,628,0,-10,BUY,3308508534,27949862036,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,300,DIGITAL TURBINE INC,6385796288,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,DARK,1.565,469.5,-469.5,0,-1.5,USD,-471,1.54,471,0,-7.5,BUY,3308508534,27949862068,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,600,DIGITAL TURBINE INC,6385796310,1,,6/13/2024,,6/13/2024 10:34,6/13/2024,6/14/2024,IBKRATS,1.565,939,-939,0,-3,USD,-942,1.54,942,0,-15,BUY,3308508534,27949862180,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,900,DIGITAL TURBINE INC,6385826200,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,DARK,1.565,1408.5,-1408.5,0,-4.5,USD,-1413,1.54,1413,0,-22.5,BUY,3308525537,27949977344,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1300,DIGITAL TURBINE INC,6385826205,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,IBKRATS,1.565,2034.5,-2034.5,0,-6.5,USD,-2041,1.54,2041,0,-32.5,BUY,3308525537,27949977401,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,500,DIGITAL TURBINE INC,6385826206,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,IBKRATS,1.565,782.5,-782.5,0,-2.5,USD,-785,1.54,785,0,-12.5,BUY,3308525537,27949977466,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1000,DIGITAL TURBINE INC,6385826210,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,DARK,1.568,1568,-1568,0,-5,USD,-1573,1.54,1573,0,-28,BUY,3308525537,27949977532,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,500,DIGITAL TURBINE INC,6385826215,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,DARK,1.565,782.5,-782.5,0,-2.5,USD,-785,1.54,785,0,-12.5,BUY,3308525537,27949977553,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6385826225,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,IBKRATS,1.565,156.5,-156.5,0,-0.5,USD,-157,1.54,157,0,-2.5,BUY,3308525537,27949977587,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,4100,DIGITAL TURBINE INC,6385826229,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,DARK,1.567,6424.7,-6424.7,0,-20.5,USD,-6445.2,1.54,6445.2,0,-110.7,BUY,3308525537,27949977665,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,1200,DIGITAL TURBINE INC,6385826236,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,DARK,1.568,1881.6,-1881.6,0,-6,USD,-1887.6,1.54,1887.6,0,-33.6,BUY,3308525537,27949977712,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,400,DIGITAL TURBINE INC,6385826239,1,,6/13/2024,,6/13/2024 10:36,6/13/2024,6/14/2024,IBKRATS,1.565,626,-626,0,-2,USD,-628,1.54,628,0,-10,BUY,3308525537,27949977817,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,800,DIGITAL TURBINE INC,6387037645,1,,6/13/2024,,6/13/2024 13:16,6/13/2024,6/14/2024,IBKRATS,1.545,1236,-1236,0,-4,USD,-1240,1.54,1240,0,-4,BUY,3309247314,27953704992,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6387037647,1,,6/13/2024,,6/13/2024 13:16,6/13/2024,6/14/2024,IBKRATS,1.545,154.5,-154.5,0,-0.5,USD,-155,1.54,155,0,-0.5,BUY,3309247314,27953704993,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,4000,DIGITAL TURBINE INC,6387037656,1,,6/13/2024,,6/13/2024 13:16,6/13/2024,6/14/2024,DARK,1.548,6192,-6192,0,-20,USD,-6212,1.54,6212,0,-32,BUY,3309247314,27953704998,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,5100,DIGITAL TURBINE INC,6387037658,1,,6/13/2024,,6/13/2024 13:16,6/13/2024,6/14/2024,DARK,1.548,7894.8,-7894.8,0,-25.5,USD,-7920.3,1.54,7920.3,0,-40.8,BUY,3309247314,27953704999,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,2700,DIGITAL TURBINE INC,6388822031,1,,6/14/2024,,6/14/2024 9:32,6/14/2024,6/17/2024,DARK,1.515,4090.5,-4090.5,0,-13.5,USD,-4104,1.47,4104,0,-121.5,BUY,3310284065,27963928937,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,100,DIGITAL TURBINE INC,6388822772,1,,6/14/2024,,6/14/2024 9:32,6/14/2024,6/17/2024,IBKRATS,1.515,151.5,-151.5,0,-0.5,USD,-152,1.47,152,0,-4.5,BUY,3310284065,27963929087,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,200,DIGITAL TURBINE INC,6388824025,1,,6/14/2024,,6/14/2024 9:32,6/14/2024,6/17/2024,DARK,1.515,303,-303,0,-1,USD,-304,1.47,304,0,-9,BUY,3310284065,27963929213,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,300,DIGITAL TURBINE INC,6390694278,1,,6/14/2024,,6/14/2024 11:56,6/14/2024,6/17/2024,DARK,1.485,445.5,-445.5,0,-1.5,USD,-447,1.47,447,0,-4.5,BUY,3311394633,27969490649,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,2200,DIGITAL TURBINE INC,6390694311,1,,6/14/2024,,6/14/2024 11:56,6/14/2024,6/17/2024,IBKRATS,1.485,3267,-3267,0,-11,USD,-3278,1.47,3278,0,-33,BUY,3311394633,27969490653,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,4500,DIGITAL TURBINE INC,6390694319,1,,6/14/2024,,6/14/2024 11:56,6/14/2024,6/17/2024,DARK,1.488,6696,-6696,0,-22.5,USD,-6718.5,1.47,6718.5,0,-81,BUY,3311394633,27969490654,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,600,DIGITAL TURBINE INC,6390700305,1,,6/14/2024,,6/14/2024 11:57,6/14/2024,6/17/2024,ISLAND,1.485,891,-891,0,-3,USD,-894,1.47,894,0,-9,BUY,3311398335,27969521272,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,40,DIGITAL TURBINE INC,6390700307,1,,6/14/2024,,6/14/2024 11:57,6/14/2024,6/17/2024,ISLAND,1.485,59.4,-59.4,0,-0.2,USD,-59.6,1.47,59.6,0,-0.6,BUY,3311398335,27969521278,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
O,P,USD,1,STK,APPS,US25400W1027,ISIN,2300,DIGITAL TURBINE INC,6390700310,1,,6/14/2024,,6/14/2024 11:57,6/14/2024,6/17/2024,DARK,1.488,3422.4,-3422.4,0,-11.5,USD,-3433.9,1.47,3433.9,0,-41.4,BUY,3311398335,27969521285,,,,,LMT,0,0,25400W102,US25400W1027,BBG000HZ3562
